Family,Father,Mother,Gender,Height,Kids,MidParent,AdltChld
153,68,61,F,63,5,66.94,68.04
154,68,60.2,M,66.7,1,66.508,66.7
155,68,60,M,64,7,66.4,64
155,68,60,F,61,7,66.4,65.88
155,68,60,F,61,7,66.4,65.88
155,68,60,F,60,7,66.4,64.8
155,68,60,F,60,7,66.4,64.8
155,68,60,F,60,7,66.4,64.8
155,68,60,F,56,7,66.4,60.48
156,68,60,M,67.5,4,66.4,67.5
156,68,60,M,67,4,66.4,67
156,68,60,M,66.5,4,66.4,66.5
156,68,60,F,60,4,66.4,64.8
157,68.5,59,M,69,1,66.11,69
158,68,59,M,68,10,65.86,68
158,68,59,M,65,10,65.86,65
158,68,59,M,64.7,10,65.86,64.7
158,68,59,M,64,10,65.86,64
158,68,59,M,64,10,65.86,64
158,68,59,M,63,10,65.86,63
158,68,59,F,65,10,65.86,70.2
158,68,59,F,65,10,65.86,70.2
158,68,59,F,62,10,65.86,66.96
158,68,59,F,61,10,65.86,65.88
159,67,66.2,M,72.7,5,69.248,72.7
159,67,66.2,M,72.7,5,69.248,72.7
159,67,66.2,M,71.5,5,69.248,71.5
159,67,66.2,F,65.5,5,69.248,70.74
159,67,66.2,F,63.5,5,69.248,68.58
160,67,66.5,M,71,1,69.41,71
162,67,65,M,69.7,6,68.6,69.7
162,67,65,M,67.5,6,68.6,67.5
162,67,65,F,65.5,6,68.6,70.74
162,67,65,F,65,6,68.6,70.2
162,67,65,F,64.5,6,68.6,69.66
162,67,65,F,63.5,6,68.6,68.58
163,67,65.5,M,70,5,68.87,70
163,67,65.5,M,69,5,68.87,69
163,67,65.5,F,65.5,5,68.87,70.74
163,67,65.5,F,65.5,5,68.87,70.74
163,67,65.5,F,63,5,68.87,68.04
164,67,65.5,M,70,4,68.87,70
164,67,65.5,M,67.7,4,68.87,67.7
164,67,65.5,F,63,4,68.87,68.04
164,67,65.5,F,60,4,68.87,64.8
165,67,65,M,65,3,68.6,65
165,67,65,F,62,3,68.6,66.96
165,67,65,F,62,3,68.6,66.96
166,67.5,65,M,71,11,68.85,71
166,67.5,65,M,69,11,68.85,69
166,67.5,65,F,64,11,68.85,69.12
166,67.5,65,F,64,11,68.85,69.12
166,67.5,65,F,63,11,68.85,68.04
166,67.5,65,F,63,11,68.85,68.04
166,67.5,65,F,63,11,68.85,68.04
166,67.5,65,F,63,11,68.85,68.04
166,67.5,65,F,63,11,68.85,68.04
166,67.5,65,F,62.5,11,68.85,67.5
166,67.5,65,F,62,11,68.85,66.96
167,67,64,M,71.5,4,68.06,71.5
167,67,64,M,70,4,68.06,70
167,67,64,M,67,4,68.06,67
167,67,64,M,67,4,68.06,67
168,67,63.5,M,71,8,67.79,71
168,67,63.5,M,70.2,8,67.79,70.2
168,67,63.5,M,69.2,8,67.79,69.2
168,67,63.5,M,68.5,8,67.79,68.5
168,67,63.5,M,68,8,67.79,68
168,67,63.5,M,67,8,67.79,67
168,67,63.5,M,65.5,8,67.79,65.5
168,67,63.5,F,63.5,8,67.79,68.58
169,67,63,M,69,3,67.52,69
169,67,63,M,68,3,67.52,68
169,67,63,F,63,3,67.52,68.04
170,67.5,62,M,70,5,67.23,70
170,67.5,62,M,69.5,5,67.23,69.5
170,67.5,62,M,69,5,67.23,69
170,67.5,62,M,68.5,5,67.23,68.5
170,67.5,62,F,66,5,67.23,71.28
171,67,61,M,67,1,66.44,67
172,66,67,M,70.5,8,69.18,70.5
172,66,67,M,70.5,8,69.18,70.5
172,66,67,M,67,8,69.18,67
172,66,67,M,66,8,69.18,66
172,66,67,M,66,8,69.18,66
172,66,67,F,62,8,69.18,66.96
172,66,67,F,62,8,69.18,66.96
172,66,67,F,61.5,8,69.18,66.42
173,66,67,M,72,9,69.18,72
173,66,67,M,65,9,69.18,65
173,66,67,M,65,9,69.18,65
173,66,67,F,67,9,69.18,72.36
173,66,67,F,64,9,69.18,69.12
173,66,67,F,64,9,69.18,69.12
173,66,67,F,62,9,69.18,66.96
173,66,67,F,60,9,69.18,64.8
173,66,67,F,60,9,69.18,64.8
174,66,66,M,66,5,68.64,66
174,66,66,M,65,5,68.64,65
174,66,66,F,67,5,68.64,72.36
174,66,66,F,66.5,5,68.64,71.82
174,66,66,F,65.5,5,68.64,70.74
175,66,66,M,72,6,68.64,72
175,66,66,M,68,6,68.64,68
175,66,66,F,66,6,68.64,71.28
175,66,66,F,65,6,68.64,70.2
175,66,66,F,62,6,68.64,66.96
175,66,66,F,61,6,68.64,65.88
176,66.5,65,M,68.7,8,68.35,68.7
176,66.5,65,M,68.5,8,68.35,68.5
176,66.5,65,M,66.5,8,68.35,66.5
176,66.5,65,M,64.5,8,68.35,64.5
176,66.5,65,F,62.5,8,68.35,67.5
176,66.5,65,F,60.5,8,68.35,65.34
176,66.5,65,F,60.5,8,68.35,65.34
176,66.5,65,F,57.5,8,68.35,62.1
177,66,65.5,M,72,5,68.37,72
177,66,65.5,M,71,5,68.37,71
177,66,65.5,M,67,5,68.37,67
177,66,65.5,F,66,5,68.37,71.28
177,66,65.5,F,65,5,68.37,70.2
178,66,63,M,70,1,67.02,70
179,66,63.5,F,64.5,2,67.29,69.66
179,66,63.5,F,62,2,67.29,66.96
180,66.5,63,M,67.2,6,67.27,67.2
180,66.5,63,M,67,6,67.27,67
180,66.5,63,M,65,6,67.27,65
180,66.5,63,F,65,6,67.27,70.2
180,66.5,63,F,65,6,67.27,70.2
180,66.5,63,F,63,6,67.27,68.04
181,66.5,62.5,M,70,7,67,70
181,66.5,62.5,M,68,7,67,68
181,66.5,62.5,F,63.5,7,67,68.58
181,66.5,62.5,F,62.5,7,67,67.5
181,66.5,62.5,F,62.5,7,67,67.5
181,66.5,62.5,F,62.5,7,67,67.5
181,66.5,62.5,F,62.5,7,67,67.5
182,66,61.5,M,70,1,66.21,70
183,66,60,M,68,4,65.4,68
183,66,60,M,67,4,65.4,67
183,66,60,M,65,4,65.4,65
183,66,60,F,60,4,65.4,64.8
184,66,60,M,65,1,65.4,65
185,66,59,M,68,15,64.86,68
185,66,59,M,67,15,64.86,67
185,66,59,M,66.5,15,64.86,66.5
185,66,59,M,66,15,64.86,66
185,66,59,M,65.7,15,64.86,65.7
185,66,59,M,65.5,15,64.86,65.5
185,66,59,M,65,15,64.86,65
185,66,59,F,65,15,64.86,70.2
185,66,59,F,64,15,64.86,69.12
185,66,59,F,63,15,64.86,68.04
185,66,59,F,62,15,64.86,66.96
185,66,59,F,61,15,64.86,65.88
185,66,59,F,60,15,64.86,64.8
185,66,59,F,58,15,64.86,62.64
185,66,59,F,57,15,64.86,61.56
186,65,67,M,66.5,4,68.68,66.5
186,65,67,M,66,4,68.68,66
186,65,67,M,66,4,68.68,66
186,65,67,F,65,4,68.68,70.2
187,65,67,F,63,1,68.68,68.04
188,65,66,M,63,4,68.14,63
188,65,66,F,63,4,68.14,68.04
188,65,66,F,63,4,68.14,68.04
188,65,66,F,60,4,68.14,64.8
190,65,65,M,69,9,67.6,69
190,65,65,M,68,9,67.6,68
190,65,65,M,68,9,67.6,68
190,65,65,F,65,9,67.6,70.2
190,65,65,F,65,9,67.6,70.2
190,65,65,F,62,9,67.6,66.96
190,65,65,F,62,9,67.6,66.96
190,65,65,F,61,9,67.6,65.88
190,65,65,F,59,9,67.6,63.72
191,65,65.5,M,70.7,2,67.87,70.7
191,65,65.5,F,65.5,2,67.87,70.74
192,65,65,M,69.2,6,67.6,69.2
192,65,65,M,69,6,67.6,69
192,65,65,M,68,6,67.6,68
192,65,65,M,67.7,6,67.6,67.7
192,65,65,F,64.5,6,67.6,69.66
192,65,65,F,60.5,6,67.6,65.34
193,65,64,M,67,6,67.06,67
193,65,64,M,67,6,67.06,67
193,65,64,F,64,6,67.06,69.12
193,65,64,F,64,6,67.06,69.12
193,65,64,F,62.5,6,67.06,67.5
193,65,64,F,60.5,6,67.06,65.34
194,65,63,M,70,2,66.52,70
194,65,63,F,63,2,66.52,68.04
195,65,63,M,66,3,66.52,66
195,65,63,M,66,3,66.52,66
195,65,63,F,63,3,66.52,68.04
196,65.5,63,M,71,4,66.77,71
196,65.5,63,M,71,4,66.77,71
196,65.5,63,M,69,4,66.77,69
196,65.5,63,F,63.5,4,66.77,68.58
197,65.5,60,M,68,5,65.15,68
197,65.5,60,M,68,5,65.15,68
197,65.5,60,M,67,5,65.15,67
197,65.5,60,M,67,5,65.15,67
197,65.5,60,F,62,5,65.15,66.96
198,64,64,M,71.5,7,66.56,71.5
198,64,64,M,68,7,66.56,68
198,64,64,F,65.5,7,66.56,70.74
198,64,64,F,64,7,66.56,69.12
198,64,64,F,62,7,66.56,66.96
198,64,64,F,62,7,66.56,66.96
198,64,64,F,61,7,66.56,65.88
199,64,64,M,70.5,7,66.56,70.5
199,64,64,M,68,7,66.56,68
199,64,64,F,67,7,66.56,72.36
199,64,64,F,65,7,66.56,70.2
199,64,64,F,64,7,66.56,69.12
199,64,64,F,64,7,66.56,69.12
199,64,64,F,60,7,66.56,64.8
200,64,63,M,64.5,1,66.02,64.5
201,64,60,M,66,2,64.4,66
201,64,60,F,60,2,64.4,64.8
203,62,66,M,64,3,66.64,64
203,62,66,F,62,3,66.64,66.96
203,62,66,F,61,3,66.64,65.88
204,62.5,63,M,66.5,2,65.27,66.5
204,62.5,63,F,57,2,65.27,61.56
136A,68.5,65,M,72,8,69.35,72
136A,68.5,65,M,70.5,8,69.35,70.5
136A,68.5,65,M,68.7,8,69.35,68.7
136A,68.5,65,M,68.5,8,69.35,68.5
136A,68.5,65,M,67.7,8,69.35,67.7
136A,68.5,65,F,64,8,69.35,69.12
136A,68.5,65,F,63.5,8,69.35,68.58
136A,68.5,65,F,63,8,69.35,68.04
