Alloy ID,Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,W,C,Mg,Zn,Si,Re,N,Sc,Li,Sn,Be,Num_of_Elem,Density_calc,dHmix,dSmix,dGmix,Tm,n.Para,Atom.Size.Diff,Elect.Diff,VEC,Sythesis_Route,Hot-Cold_Working,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),HPR,Microstructure_,Multiphase,IM_Structure,Microstructure,Phases,References
Alloy 1085,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.msea.2017.03.099
Alloy 1086,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,CW,,,1000,60,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.msea.2017.03.099
Alloy 1087,Fe36Ni18Mn33Al13,0.13,0,0,0.36,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.992100479,-9.798,10.87153784,343.5855689,1310.79,1.757487614,5.351956687,0.148163558,7.38,AC,CW,1100,240,1000,240,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.msea.2017.03.099
Alloy 1088,ZrTiHfV0.5Nb0.5,0,0,0,0,0,0,0,0.25,0.125,0.125,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,5,8.190507447,0.4375,12.96707842,523.6762156,2013.882607,67.78544264,6.440523166,0.134530433,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1089,ZrTiHfV0.5Nb0.5,0,0,0,0,0,0,0,0.25,0.125,0.125,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,5,8.190507447,0.4375,12.96707842,523.6762156,2013.882607,67.78544264,6.440523166,0.134530433,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1090,Zr2.0TiHfVNb2.0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.285714286,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,5,7.872809981,1.469387755,12.88596992,537.1529873,2065.061688,20.50522428,6.802239355,0.137410453,4.428571429,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1091,Zr2.0TiHfVNb2.0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.285714286,0,0.285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,5,7.872809981,1.469387755,12.88596992,537.1529873,2065.061688,20.50522428,6.802239355,0.137410453,4.428571429,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1092,ZrTiHfNb0.5Mo0.5,0,0,0,0,0,0,0,0.25,0,0.125,0.125,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,5,8.569015185,-2.125,12.96707842,540.3628201,2078.063584,14.34746867,5.703787685,0.270497227,4.375,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1093,ZrTiHfNb0.5Mo0.5,0,0,0,0,0,0,0,0.25,0,0.125,0.125,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,5,8.569015185,-2.125,12.96707842,540.3628201,2078.063584,14.34746867,5.703787685,0.270497227,4.375,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1094,ZrTiHfNb0.5Ta0.5,0,0,0,0,0,0,0,0.25,0,0.125,0,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,5,9.309718284,0.875,12.96707842,562.4439913,2162.968877,36.102108,4.862116278,0.118215904,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1095,ZrTiHfNb0.5Ta0.5,0,0,0,0,0,0,0,0.25,0,0.125,0,0.25,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,5,9.309718284,0.875,12.96707842,562.4439913,2162.968877,36.102108,4.862116278,0.118215904,4.25,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/ma11020208
Alloy 1096,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1097,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,500,18720,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1098,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,500,60480,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1099,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,800,1440,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1100,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,1200,1440,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1101,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,1100,240,,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1102,Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,0.074183976,0,0.059347181,0.399604352,0.111770524,0,0.34421365,0,0,0,0,0,0,0,0,0.010880317,0,0,0,0,0,0,0,0,0,6,7.21529413,-8.1781746,11.54335869,355.5740424,1360.004545,2.305170731,6.453990904,0.165555851,7.346191889,AC,HW,1100,,1100,1440,HW,FCC,S,,FCC,FCC_SS,10.1016/j.matchar.2019.109983
Alloy 1103,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,,,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1104,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,15,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1105,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,30,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1106,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,45,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1107,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,180,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1108,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,300,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1109,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,600,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1110,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,1200,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1111,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,6000,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1112,Fe28Ni18Mn33Al21,0.21,0,0,0.28,0.18,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.482580111,-13.4844,11.29676653,324.7052707,1240.79,1.268326861,5.708363976,0.14752071,6.98,AC,,,,1100,15000,,FCC + Im,Im,B2,FCC + Im,Im,10.1016/j.actamat.2015.05.006
Alloy 1113,NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,1200,1440,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1114,NbMoTaW,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,4,13.64,-6.5,11.53,825.6503925,3157.75,5.6,2.27,0.36,5.5,AC,,,,1200,1440,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1115,VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5,12.36,-4.64,13.38,769.197496,2962.8,8.54,3.21,0.34,5.4,AC,,,,1200,1440,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1116,VNbMoTaW,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,5,12.36,-4.64,13.38,769.197496,2962.8,8.54,3.21,0.34,5.4,AC,,,,1200,1440,,BCC,S,,BCC,BCC_SS,10.1016/j.intermet.2017.01.007
Alloy 1117,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.28,-4.89,9.13,499.23715,1892,3.54,1.12,0.11,8.33,PM,HW,1180,10,,,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1016/j.msea.2017.06.086
Alloy 1118,CoCrNiMo0.05,0,0.327868852,0.327868852,0,0.327868852,0,0,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.293769544,-4.874118387,9.289246706,422.3134414,1601.445183,3.572661914,0.168045878,0.111272373,8.332225914,PM,,,,,,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.05.208
Alloy 1119,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.28,-4.89,9.13,499.23715,1892,3.54,1.12,0.11,8.33,AC,CW,1200,2880,950,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 1120,CrMnFeCoNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,2880,950,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.02.036
Alloy 1121,CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.28,-4.89,9.13,499.23715,1892,3.54,1.12,0.11,8.33,AC,CW,1200,1400,925,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1122,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,1400,925,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1123,CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.03,-4.16,13.38,467.623384,1801.2,5.79,0.92,0.14,8,AC,CW,1200,1400,925,60,,FCC,S,,FCC,FCC_SS,10.1016/j.actamat.2017.04.033
Alloy 1124,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,7.99,-4.92,14.53,625.078928,2418.4,7.14,7.13,0.22,4.9,AC,,,,,,,BCC1 + BCC2 + Im,Im,Laves,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1125,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,7.99,-4.92,14.53,625.078928,2418.4,7.14,7.13,0.22,4.9,AC,,,,,,,BCC1 + BCC2 + Im,Im,Laves,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1126,NbCrMo0.5Ta0.5TiZr,0,0,0.2,0,0,0,0,0.2,0,0.2,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,6,7.99,-4.92,14.53,625.078928,2418.4,7.14,7.13,0.22,4.9,AC,,,,,,,BCC1 + BCC2 + Im,Im,Laves,BCC + Im,Im,10.1016/j.msea.2017.12.021
Alloy 1127,AlMo0.5NbTa0.5TiZr,0.25,0,0,0,0,0,0,0.25,0,0,0.125,0.25,0,0.125,0,0,0,0,0,0,0,0,0,0,0,5,7.15,-16.84,14.53,560.6278523,2169.09,1.87,4.34,0.22,4.3,AC,,1400,120,1200,1440,,BCC1 + BCC2,D,,BCC,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 1128,NbTaTi,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,3,9.975229265,1.333333333,9.134370237,626.5942488,2374.666667,18.13960331,1.064065164,0.041096093,4.666666667,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.3390/e21020114
Alloy 1129,Nb1.5TaTiZr0.5,0,0,0,0,0,0,0,0.25,0,0.375,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,9.261337121,2.125,10.98247607,608.144798,2321,13.40714837,3.841219005,0.084103731,4.625,AC,,,,,,,BCC1 + BCC2 + BCC3,M,,BCC,BCC_SS,10.3390/e21020114
Alloy 1130,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.544302414,-7.5184,14.40897963,374.8877458,1449.76134,3.301951799,4.345955752,0.130196621,7.71,AC,HW,1100,,950,60,,BCC + FCC + Im,Im,B2,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1131,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.544302414,-7.5184,14.40897963,374.8877458,1449.76134,3.301951799,4.345955752,0.130196621,7.71,AC,HW,1100,,1000,60,,BCC + FCC + Im,Im,B2,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1132,Fe22Co20Ni19Cr20Mn12Al7,0.07,0.2,0.2,0.22,0.19,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.544302414,-7.5184,14.40897963,374.8877458,1449.76134,3.301951799,4.345955752,0.130196621,7.71,AC,HW,1100,,1100,60,,BCC + FCC + Im,Im,B2,FCC + BCC + Im,Im,10.1016/j.msea.2019.138555
Alloy 1133,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,180,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1134,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,300,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1135,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,480,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1136,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,600,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1137,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,1440,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1138,CoCrFeNiTi0.2,0,0.238095238,0.238095238,0.238095238,0.238095238,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.926436279,-7.346938776,12.56917544,408.1727091,1567.326205,3.148694856,3.658435996,0.111625792,8.047619048,AC,CW,1200,30,800,2880,,FCC + Im,Im,L12,FCC + Im,Im,10.3390/e21040389
Alloy 1139,Al0.5CoCrFeNi,0.111111111,0.222222222,0.222222222,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.33,-9.09,13.15,459.275785,1767.5,2.56,4.22,0.11,7.67,AC,,,,1150,10,,FCC + BCC,D,,FCC + BCC,FCC_PLUS_BCC,10.1007/s12598-016-0860-y
Alloy 1140,Fe20Co27Ni13Cr20Mn20,0,0.27,0.2,0.2,0.13,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.025996582,-3.768,13.17352896,387.6859505,1492.110165,6.171631081,3.255827217,0.136373714,7.93,AC,CW,1200,600,800,60,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 1141,Fe20Co23Ni17Cr20Mn20,0,0.23,0.2,0.2,0.17,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.096366177,-3.886419753,13.10421444,395.7894519,1522.892483,6.055888796,2.58997738,0.123693618,8.077777778,AC,CW,1200,600,800,60,,FCC,S,,FCC,FCC_SS,10.1016/j.jallcom.2019.04.035
Alloy 1144,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,1200,120,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1145,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,1200,480,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1146,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,1200,4320,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1147,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,1200,18000,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1148,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,700,9000,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1149,AlCoCrFeMo0.05Ni2,0.165289256,0.165289256,0.165289256,0.165289256,0.330578512,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.083622569,-11.94453931,13.2671945,361.0007326,1389.938697,1.847247569,5.422491548,0.124400344,7.652892562,AC,HW,1250,120,700,9000,,FCC + BCC + Im,Im,,FCC + BCC + Im,Im,10.1016/j.msea.2019.05.058
Alloy 1150,Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,4,6.52433557,-1.777777778,10.58454586,474.5036779,1808.222222,12.3920886,6.956581546,0.123107902,4.222222222,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1151,Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,4,6.72390148,-0.4,12.22898133,501.632141,1923.651423,67.16160897,6.682543255,0.12163881,4.3,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1152,Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,5,6.887990805,0.52892562,12.60229632,513.4386746,1971.746058,53.48737946,6.436207738,0.119627521,4.363636364,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1153,Ti2ZrHf0.5V,0,0,0,0,0,0,0,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,4,6.52433557,-1.777777778,10.58454586,474.5036779,1808.222222,12.3920886,6.956581546,0.123107902,4.222222222,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1154,Ti2ZrHf0.5VNb0.5,0,0,0,0,0,0,0,0.5,0,0.125,0,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,0,4,6.72390148,-0.4,12.22898133,501.632141,1923.651423,67.16160897,6.682543255,0.12163881,4.3,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1155,Ti2ZrHf0.5VNb,0,0,0,0,0,0,0,0.363636364,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,5,6.887990805,0.52892562,12.60229632,513.4386746,1971.746058,53.48737946,6.436207738,0.119627521,4.363636364,AC,,,,,,,BCC,S,,BCC,BCC_SS,10.1007/s40195-019-00921-3
Alloy 1156,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.86780852,-13.75206612,13.2546386,437.0693929,1682.737057,1.885140448,6.288154515,0.040696417,4.727272727,AC,,1200,1440,,,,BCC + Im,Im,C14,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
Alloy 1157,AlCr1.5NbTiV,0.181818182,0,0.272727273,0,0,0,0,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.86780852,-13.75206612,13.2546386,437.0693929,1682.737057,1.885140448,6.288154515,0.040696417,4.727272727,AC,,1200,1440,,,,BCC + Im,Im,C14,BCC + Im,Im,10.1016/j.jallcom.2015.08.224
